date_raw,date_parts,date_str,date_dt
2024.09,"['2024', '09']",2024-09,2024-09-01
20240703,['20240703'],20240703,2024-07-03
31/31/2026,"['31', '31', '2026']",31-31-2026,
2024년02월25일,"['2024', '02', '25']",2024-02-25,2024-02-25
2025년11월26일,"['2025', '11', '26']",2025-11-26,2025-11-26
2026/04/20,"['2026', '04', '20']",2026-04-20,2026-04-20
2025/11/07,"['2025', '11', '07']",2025-11-07,2025-11-07
2024/08/25,"['2024', '08', '25']",2024-08-25,2024-08-25
2025년05월13일,"['2025', '05', '13']",2025-05-13,2025-05-13
2025/07/25,"['2025', '07', '25']",2025-07-25,2025-07-25
2024-09,"['2024', '09']",2024-09,2024-09-01
2025.02,"['2025', '02']",2025-02,2025-02-01
2025-10,"['2025', '10']",2025-10,2025-10-01
2024/01/31,"['2024', '01', '31']",2024-01-31,2024-01-31
2025-09-22,"['2025', '09', '22']",2025-09-22,2025-09-22
2026-03-09,"['2026', '03', '09']",2026-03-09,2026-03-09
31/31/2026,"['31', '31', '2026']",31-31-2026,
2025.06,"['2025', '06']",2025-06,2025-06-01
2024.12,"['2024', '12']",2024-12,2024-12-01
20260215,['20260215'],20260215,2026-02-15
2025-07,"['2025', '07']",2025-07,2025-07-01
2024/05,"['2024', '05']",2024-05,2024-05-01
2025-02-24,"['2025', '02', '24']",2025-02-24,2025-02-24
12/04/2024,"['12', '04', '2024']",12-04-2024,2024-12-04
2026-04,"['2026', '04']",2026-04,2026-04-01
2025-12,"['2025', '12']",2025-12,2025-12-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024/04,"['2024', '04']",2024-04,2024-04-01
2026-01,"['2026', '01']",2026-01,2026-01-01
2024.05.18,"['2024', '05', '18']",2024-05-18,2024-05-18
2024.10,"['2024', '10']",2024-10,2024-10-01
2024-04,"['2024', '04']",2024-04,2024-04-01
2025년04월27일,"['2025', '04', '27']",2025-04-27,2025-04-27
2025.10.12,"['2025', '10', '12']",2025-10-12,2025-10-12
20250109,['20250109'],20250109,2025-01-09
2025.01.16,"['2025', '01', '16']",2025-01-16,2025-01-16
2024-06,"['2024', '06']",2024-06,2024-06-01
2025.09.03,"['2025', '09', '03']",2025-09-03,2025-09-03
2024.07,"['2024', '07']",2024-07,2024-07-01
2025.10,"['2025', '10']",2025-10,2025-10-01
2024.05.24,"['2024', '05', '24']",2024-05-24,2024-05-24
2024-10-06,"['2024', '10', '06']",2024-10-06,2024-10-06
2026년02월11일,"['2026', '02', '11']",2026-02-11,2026-02-11
2024년07월16일,"['2024', '07', '16']",2024-07-16,2024-07-16
2025/11,"['2025', '11']",2025-11,2025-11-01
2024/10,"['2024', '10']",2024-10,2024-10-01
31/31/2026,"['31', '31', '2026']",31-31-2026,
01/11/2026,"['01', '11', '2026']",01-11-2026,2026-01-11
2025-08,"['2025', '08']",2025-08,2025-08-01
2024.05.13,"['2024', '05', '13']",2024-05-13,2024-05-13
2025-08,"['2025', '08']",2025-08,2025-08-01
10/04/2024,"['10', '04', '2024']",10-04-2024,2024-10-04
2025/09,"['2025', '09']",2025-09,2025-09-01
2026-01,"['2026', '01']",2026-01,2026-01-01
2025-11-25,"['2025', '11', '25']",2025-11-25,2025-11-25
10/19/2025,"['10', '19', '2025']",10-19-2025,2025-10-19
2025/03,"['2025', '03']",2025-03,2025-03-01
20250424,['20250424'],20250424,2025-04-24
2025년08월28일,"['2025', '08', '28']",2025-08-28,2025-08-28
20240419,['20240419'],20240419,2024-04-19
06/01/2025,"['06', '01', '2025']",06-01-2025,2025-06-01
abcd,[],,
2025.12,"['2025', '12']",2025-12,2025-12-01
2024년03월21일,"['2024', '03', '21']",2024-03-21,2024-03-21
2024-12-06,"['2024', '12', '06']",2024-12-06,2024-12-06
2025.05,"['2025', '05']",2025-05,2025-05-01
2026/04,"['2026', '04']",2026-04,2026-04-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
10/18/2025,"['10', '18', '2025']",10-18-2025,2025-10-18
2026-02-30,"['2026', '02', '30']",2026-02-30,
2026-02,"['2026', '02']",2026-02,2026-02-01
abcd,[],,
05/24/2025,"['05', '24', '2025']",05-24-2025,2025-05-24
2024/07,"['2024', '07']",2024-07,2024-07-01
2026/02/16,"['2026', '02', '16']",2026-02-16,2026-02-16
,,,
2024-02,"['2024', '02']",2024-02,2024-02-01
02/02/2025,"['02', '02', '2025']",02-02-2025,2025-02-02
2025.01.08,"['2025', '01', '08']",2025-01-08,2025-01-08
2026-02-27,"['2026', '02', '27']",2026-02-27,2026-02-27
2025년08월10일,"['2025', '08', '10']",2025-08-10,2025-08-10
abcd,[],,
2025/02/27,"['2025', '02', '27']",2025-02-27,2025-02-27
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025년01월18일,"['2025', '01', '18']",2025-01-18,2025-01-18
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025.07,"['2025', '07']",2025-07,2025-07-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
03/15/2026,"['03', '15', '2026']",03-15-2026,2026-03-15
2025/12,"['2025', '12']",2025-12,2025-12-01
2026-13-40,"['2026', '13', '40']",2026-13-40,
2026/99/99,"['2026', '99', '99']",2026-99-99,
2026년01월07일,"['2026', '01', '07']",2026-01-07,2026-01-07
20240425,['20240425'],20240425,2024-04-25
05/09/2025,"['05', '09', '2025']",05-09-2025,2025-05-09
2025-04,"['2025', '04']",2025-04,2025-04-01
2026/01/27,"['2026', '01', '27']",2026-01-27,2026-01-27
2026.01,"['2026', '01']",2026-01,2026-01-01
2025-04,"['2025', '04']",2025-04,2025-04-01
2025-05,"['2025', '05']",2025-05,2025-05-01
2025.08,"['2025', '08']",2025-08,2025-08-01
2025/09,"['2025', '09']",2025-09,2025-09-01
12/19/2024,"['12', '19', '2024']",12-19-2024,2024-12-19
20241119,['20241119'],20241119,2024-11-19
2024년11월18일,"['2024', '11', '18']",2024-11-18,2024-11-18
2024-01,"['2024', '01']",2024-01,2024-01-01
2026.04.27,"['2026', '04', '27']",2026-04-27,2026-04-27
abcd,[],,
2025.03,"['2025', '03']",2025-03,2025-03-01
2026-04-10,"['2026', '04', '10']",2026-04-10,2026-04-10
2026-04,"['2026', '04']",2026-04,2026-04-01
2026/99/99,"['2026', '99', '99']",2026-99-99,
2024/05,"['2024', '05']",2024-05,2024-05-01
31/31/2026,"['31', '31', '2026']",31-31-2026,
2024년11월11일,"['2024', '11', '11']",2024-11-11,2024-11-11
20241129,['20241129'],20241129,2024-11-29
2025/12,"['2025', '12']",2025-12,2025-12-01
2025.03,"['2025', '03']",2025-03,2025-03-01
2025/05/28,"['2025', '05', '28']",2025-05-28,2025-05-28
,,,
2025.05,"['2025', '05']",2025-05,2025-05-01
20251025,['20251025'],20251025,2025-10-25
02/27/2026,"['02', '27', '2026']",02-27-2026,2026-02-27
2026/03,"['2026', '03']",2026-03,2026-03-01
2025.06,"['2025', '06']",2025-06,2025-06-01
05/12/2025,"['05', '12', '2025']",05-12-2025,2025-05-12
2025년07월24일,"['2025', '07', '24']",2025-07-24,2025-07-24
2025-10,"['2025', '10']",2025-10,2025-10-01
2024.03.14,"['2024', '03', '14']",2024-03-14,2024-03-14
2024.09.06,"['2024', '09', '06']",2024-09-06,2024-09-06
2025.04,"['2025', '04']",2025-04,2025-04-01
2024-09-23,"['2024', '09', '23']",2024-09-23,2024-09-23
,,,
2024/11/22,"['2024', '11', '22']",2024-11-22,2024-11-22
2024년10월09일,"['2024', '10', '09']",2024-10-09,2024-10-09
2025-03-12,"['2025', '03', '12']",2025-03-12,2025-03-12
2025.09.11,"['2025', '09', '11']",2025-09-11,2025-09-11
20240302,['20240302'],20240302,2024-03-02
2025-05,"['2025', '05']",2025-05,2025-05-01
2026-13-40,"['2026', '13', '40']",2026-13-40,
2024-06-07,"['2024', '06', '07']",2024-06-07,2024-06-07
2024.11,"['2024', '11']",2024-11,2024-11-01
2025.11.17,"['2025', '11', '17']",2025-11-17,2025-11-17
20240328,['20240328'],20240328,2024-03-28
20250905,['20250905'],20250905,2025-09-05
2024-02-02,"['2024', '02', '02']",2024-02-02,2024-02-02
2024-04,"['2024', '04']",2024-04,2024-04-01
2025.03.21,"['2025', '03', '21']",2025-03-21,2025-03-21
2024-10-26,"['2024', '10', '26']",2024-10-26,2024-10-26
2025-09,"['2025', '09']",2025-09,2025-09-01
2024-08,"['2024', '08']",2024-08,2024-08-01
20260405,['20260405'],20260405,2026-04-05
2024/10/21,"['2024', '10', '21']",2024-10-21,2024-10-21
2024-05,"['2024', '05']",2024-05,2024-05-01
2024/09/26,"['2024', '09', '26']",2024-09-26,2024-09-26
2024/01,"['2024', '01']",2024-01,2024-01-01
2024.04,"['2024', '04']",2024-04,2024-04-01
2026-13-40,"['2026', '13', '40']",2026-13-40,
2025-10,"['2025', '10']",2025-10,2025-10-01
2025/11/07,"['2025', '11', '07']",2025-11-07,2025-11-07
2024/03,"['2024', '03']",2024-03,2024-03-01
08/31/2024,"['08', '31', '2024']",08-31-2024,2024-08-31
2024-11-18,"['2024', '11', '18']",2024-11-18,2024-11-18
2026년03월19일,"['2026', '03', '19']",2026-03-19,2026-03-19
20260223,['20260223'],20260223,2026-02-23
2025.11,"['2025', '11']",2025-11,2025-11-01
2024년01월05일,"['2024', '01', '05']",2024-01-05,2024-01-05
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024.07.29,"['2024', '07', '29']",2024-07-29,2024-07-29
2025-09-18,"['2025', '09', '18']",2025-09-18,2025-09-18
2026.04.25,"['2026', '04', '25']",2026-04-25,2026-04-25
2025.12,"['2025', '12']",2025-12,2025-12-01
04/13/2024,"['04', '13', '2024']",04-13-2024,2024-04-13
2025-11,"['2025', '11']",2025-11,2025-11-01
2025-01,"['2025', '01']",2025-01,2025-01-01
2026/01/08,"['2026', '01', '08']",2026-01-08,2026-01-08
2026/99/99,"['2026', '99', '99']",2026-99-99,
2026.01.16,"['2026', '01', '16']",2026-01-16,2026-01-16
02/21/2026,"['02', '21', '2026']",02-21-2026,2026-02-21
20260128,['20260128'],20260128,2026-01-28
20260101,['20260101'],20260101,2026-01-01
08/11/2025,"['08', '11', '2025']",08-11-2025,2025-08-11
2024-12,"['2024', '12']",2024-12,2024-12-01
2026-13-40,"['2026', '13', '40']",2026-13-40,
2026년04월06일,"['2026', '04', '06']",2026-04-06,2026-04-06
31/31/2026,"['31', '31', '2026']",31-31-2026,
2024/07/29,"['2024', '07', '29']",2024-07-29,2024-07-29
2025년05월12일,"['2025', '05', '12']",2025-05-12,2025-05-12
04/28/2026,"['04', '28', '2026']",04-28-2026,2026-04-28
2025-09-12,"['2025', '09', '12']",2025-09-12,2025-09-12
2025-11-08,"['2025', '11', '08']",2025-11-08,2025-11-08
2025-03,"['2025', '03']",2025-03,2025-03-01
2024-02,"['2024', '02']",2024-02,2024-02-01
2025년09월03일,"['2025', '09', '03']",2025-09-03,2025-09-03
2026/99/99,"['2026', '99', '99']",2026-99-99,
2024-02-08,"['2024', '02', '08']",2024-02-08,2024-02-08
01/20/2024,"['01', '20', '2024']",01-20-2024,2024-01-20
2024.02,"['2024', '02']",2024-02,2024-02-01
2025-01,"['2025', '01']",2025-01,2025-01-01
2025/05,"['2025', '05']",2025-05,2025-05-01
2024/04,"['2024', '04']",2024-04,2024-04-01
2025/06/04,"['2025', '06', '04']",2025-06-04,2025-06-04
04/04/2024,"['04', '04', '2024']",04-04-2024,2024-04-04
2026.03.25,"['2026', '03', '25']",2026-03-25,2026-03-25
2025년04월26일,"['2025', '04', '26']",2025-04-26,2025-04-26
2025/04,"['2025', '04']",2025-04,2025-04-01
2025.08,"['2025', '08']",2025-08,2025-08-01
2026/04,"['2026', '04']",2026-04,2026-04-01
2026-02-06,"['2026', '02', '06']",2026-02-06,2026-02-06
2025년02월02일,"['2025', '02', '02']",2025-02-02,2025-02-02
12/07/2025,"['12', '07', '2025']",12-07-2025,2025-12-07
2025.04,"['2025', '04']",2025-04,2025-04-01
2024년01월24일,"['2024', '01', '24']",2024-01-24,2024-01-24
2024-02-17,"['2024', '02', '17']",2024-02-17,2024-02-17
2024/10/21,"['2024', '10', '21']",2024-10-21,2024-10-21
,,,
2026-13-40,"['2026', '13', '40']",2026-13-40,
2025-07-19,"['2025', '07', '19']",2025-07-19,2025-07-19
20240419,['20240419'],20240419,2024-04-19
2026년04월09일,"['2026', '04', '09']",2026-04-09,2026-04-09
2026.01,"['2026', '01']",2026-01,2026-01-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024년12월26일,"['2024', '12', '26']",2024-12-26,2024-12-26
2026.01,"['2026', '01']",2026-01,2026-01-01
2024.09,"['2024', '09']",2024-09,2024-09-01
2024/10/15,"['2024', '10', '15']",2024-10-15,2024-10-15
05/17/2024,"['05', '17', '2024']",05-17-2024,2024-05-17
2025년01월13일,"['2025', '01', '13']",2025-01-13,2025-01-13
2024/07/14,"['2024', '07', '14']",2024-07-14,2024-07-14
2025.09,"['2025', '09']",2025-09,2025-09-01
,,,
2026-01-09,"['2026', '01', '09']",2026-01-09,2026-01-09
2025/12/25,"['2025', '12', '25']",2025-12-25,2025-12-25
2025-03-03,"['2025', '03', '03']",2025-03-03,2025-03-03
20240926,['20240926'],20240926,2024-09-26
2026/03/18,"['2026', '03', '18']",2026-03-18,2026-03-18
20250518,['20250518'],20250518,2025-05-18
2025-05-20,"['2025', '05', '20']",2025-05-20,2025-05-20
2025.09,"['2025', '09']",2025-09,2025-09-01
20251106,['20251106'],20251106,2025-11-06
2025-11-30,"['2025', '11', '30']",2025-11-30,2025-11-30
2024.01,"['2024', '01']",2024-01,2024-01-01
2024/05/14,"['2024', '05', '14']",2024-05-14,2024-05-14
2024-06,"['2024', '06']",2024-06,2024-06-01
04/07/2026,"['04', '07', '2026']",04-07-2026,2026-04-07
2024-06,"['2024', '06']",2024-06,2024-06-01
2025.10.26,"['2025', '10', '26']",2025-10-26,2025-10-26
2025/01/22,"['2025', '01', '22']",2025-01-22,2025-01-22
20250119,['20250119'],20250119,2025-01-19
2025.09,"['2025', '09']",2025-09,2025-09-01
07/06/2025,"['07', '06', '2025']",07-06-2025,2025-07-06
2025.10,"['2025', '10']",2025-10,2025-10-01
02/29/2024,"['02', '29', '2024']",02-29-2024,2024-02-29
2024-02,"['2024', '02']",2024-02,2024-02-01
07/08/2025,"['07', '08', '2025']",07-08-2025,2025-07-08
2024-11,"['2024', '11']",2024-11,2024-11-01
2025/09/29,"['2025', '09', '29']",2025-09-29,2025-09-29
02/12/2024,"['02', '12', '2024']",02-12-2024,2024-02-12
08/20/2025,"['08', '20', '2025']",08-20-2025,2025-08-20
2025/01,"['2025', '01']",2025-01,2025-01-01
2026/04/13,"['2026', '04', '13']",2026-04-13,2026-04-13
2024-10,"['2024', '10']",2024-10,2024-10-01
2025.08,"['2025', '08']",2025-08,2025-08-01
2024/09/02,"['2024', '09', '02']",2024-09-02,2024-09-02
31/31/2026,"['31', '31', '2026']",31-31-2026,
2024.11,"['2024', '11']",2024-11,2024-11-01
2024.02,"['2024', '02']",2024-02,2024-02-01
,,,
20250212,['20250212'],20250212,2025-02-12
20250308,['20250308'],20250308,2025-03-08
2025-07-24,"['2025', '07', '24']",2025-07-24,2025-07-24
31/31/2026,"['31', '31', '2026']",31-31-2026,
2024/08/09,"['2024', '08', '09']",2024-08-09,2024-08-09
20260112,['20260112'],20260112,2026-01-12
2024-03,"['2024', '03']",2024-03,2024-03-01
05/20/2024,"['05', '20', '2024']",05-20-2024,2024-05-20
2025.03.21,"['2025', '03', '21']",2025-03-21,2025-03-21
2025.09,"['2025', '09']",2025-09,2025-09-01
2024-07-01,"['2024', '07', '01']",2024-07-01,2024-07-01
2024/09/23,"['2024', '09', '23']",2024-09-23,2024-09-23
2024/09,"['2024', '09']",2024-09,2024-09-01
2025/10/29,"['2025', '10', '29']",2025-10-29,2025-10-29
2024/06,"['2024', '06']",2024-06,2024-06-01
2025/03,"['2025', '03']",2025-03,2025-03-01
2024/10,"['2024', '10']",2024-10,2024-10-01
2024.07.22,"['2024', '07', '22']",2024-07-22,2024-07-22
2025/11,"['2025', '11']",2025-11,2025-11-01
2025/04,"['2025', '04']",2025-04,2025-04-01
2024.10,"['2024', '10']",2024-10,2024-10-01
2025.07,"['2025', '07']",2025-07,2025-07-01
2024/04,"['2024', '04']",2024-04,2024-04-01
05/28/2024,"['05', '28', '2024']",05-28-2024,2024-05-28
2026/02,"['2026', '02']",2026-02,2026-02-01
2026/03/22,"['2026', '03', '22']",2026-03-22,2026-03-22
2024/05,"['2024', '05']",2024-05,2024-05-01
2025/04/25,"['2025', '04', '25']",2025-04-25,2025-04-25
2024-10-08,"['2024', '10', '08']",2024-10-08,2024-10-08
07/06/2025,"['07', '06', '2025']",07-06-2025,2025-07-06
2025.10.14,"['2025', '10', '14']",2025-10-14,2025-10-14
31/31/2026,"['31', '31', '2026']",31-31-2026,
2025.04.08,"['2025', '04', '08']",2025-04-08,2025-04-08
2025.05,"['2025', '05']",2025-05,2025-05-01
20251126,['20251126'],20251126,2025-11-26
2025-08,"['2025', '08']",2025-08,2025-08-01
2025년04월01일,"['2025', '04', '01']",2025-04-01,2025-04-01
2024/05/25,"['2024', '05', '25']",2024-05-25,2024-05-25
2025.10.13,"['2025', '10', '13']",2025-10-13,2025-10-13
2024.08.01,"['2024', '08', '01']",2024-08-01,2024-08-01
2025.11,"['2025', '11']",2025-11,2025-11-01
2026/01/20,"['2026', '01', '20']",2026-01-20,2026-01-20
07/20/2025,"['07', '20', '2025']",07-20-2025,2025-07-20
abcd,[],,
2025-05,"['2025', '05']",2025-05,2025-05-01
02/25/2024,"['02', '25', '2024']",02-25-2024,2024-02-25
2026.01.12,"['2026', '01', '12']",2026-01-12,2026-01-12
31/31/2026,"['31', '31', '2026']",31-31-2026,
2026-03-20,"['2026', '03', '20']",2026-03-20,2026-03-20
2025/01/21,"['2025', '01', '21']",2025-01-21,2025-01-21
,,,
2025-01-31,"['2025', '01', '31']",2025-01-31,2025-01-31
2025.04,"['2025', '04']",2025-04,2025-04-01
2024년07월10일,"['2024', '07', '10']",2024-07-10,2024-07-10
2024년07월18일,"['2024', '07', '18']",2024-07-18,2024-07-18
2026/02,"['2026', '02']",2026-02,2026-02-01
2025.10.17,"['2025', '10', '17']",2025-10-17,2025-10-17
2024년03월17일,"['2024', '03', '17']",2024-03-17,2024-03-17
,,,
20240122,['20240122'],20240122,2024-01-22
abcd,[],,
2026-01,"['2026', '01']",2026-01,2026-01-01
2024년02월04일,"['2024', '02', '04']",2024-02-04,2024-02-04
2025.10,"['2025', '10']",2025-10,2025-10-01
2024-03-25,"['2024', '03', '25']",2024-03-25,2024-03-25
2024년06월25일,"['2024', '06', '25']",2024-06-25,2024-06-25
2024.12,"['2024', '12']",2024-12,2024-12-01
2025년05월31일,"['2025', '05', '31']",2025-05-31,2025-05-31
2026.03,"['2026', '03']",2026-03,2026-03-01
2024-09,"['2024', '09']",2024-09,2024-09-01
2025.06,"['2025', '06']",2025-06,2025-06-01
,,,
2025-04,"['2025', '04']",2025-04,2025-04-01
2024/12,"['2024', '12']",2024-12,2024-12-01
20250820,['20250820'],20250820,2025-08-20
02/02/2025,"['02', '02', '2025']",02-02-2025,2025-02-02
11/23/2025,"['11', '23', '2025']",11-23-2025,2025-11-23
2025년10월29일,"['2025', '10', '29']",2025-10-29,2025-10-29
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024/12,"['2024', '12']",2024-12,2024-12-01
2025/06,"['2025', '06']",2025-06,2025-06-01
20250227,['20250227'],20250227,2025-02-27
2026.01,"['2026', '01']",2026-01,2026-01-01
2024년10월31일,"['2024', '10', '31']",2024-10-31,2024-10-31
,,,
,,,
2025/07/18,"['2025', '07', '18']",2025-07-18,2025-07-18
,,,
2025.10.14,"['2025', '10', '14']",2025-10-14,2025-10-14
31/31/2026,"['31', '31', '2026']",31-31-2026,
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024/11/29,"['2024', '11', '29']",2024-11-29,2024-11-29
2024/01,"['2024', '01']",2024-01,2024-01-01
2024/12,"['2024', '12']",2024-12,2024-12-01
2025-05-31,"['2025', '05', '31']",2025-05-31,2025-05-31
2025년06월15일,"['2025', '06', '15']",2025-06-15,2025-06-15
2024/03/01,"['2024', '03', '01']",2024-03-01,2024-03-01
2025-05,"['2025', '05']",2025-05,2025-05-01
2025.10.25,"['2025', '10', '25']",2025-10-25,2025-10-25
20240920,['20240920'],20240920,2024-09-20
2025.08,"['2025', '08']",2025-08,2025-08-01
2024/01,"['2024', '01']",2024-01,2024-01-01
31/31/2026,"['31', '31', '2026']",31-31-2026,
2025-03-04,"['2025', '03', '04']",2025-03-04,2025-03-04
2025/04,"['2025', '04']",2025-04,2025-04-01
2025-04-04,"['2025', '04', '04']",2025-04-04,2025-04-04
2025/08,"['2025', '08']",2025-08,2025-08-01
2026-04,"['2026', '04']",2026-04,2026-04-01
2024년11월09일,"['2024', '11', '09']",2024-11-09,2024-11-09
2025.11.23,"['2025', '11', '23']",2025-11-23,2025-11-23
20250730,['20250730'],20250730,2025-07-30
20260121,['20260121'],20260121,2026-01-21
2025/05/16,"['2025', '05', '16']",2025-05-16,2025-05-16
2026/03,"['2026', '03']",2026-03,2026-03-01
2026/01,"['2026', '01']",2026-01,2026-01-01
2024/11/24,"['2024', '11', '24']",2024-11-24,2024-11-24
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025년11월08일,"['2025', '11', '08']",2025-11-08,2025-11-08
2024/05/07,"['2024', '05', '07']",2024-05-07,2024-05-07
2024-11,"['2024', '11']",2024-11,2024-11-01
2025-10-14,"['2025', '10', '14']",2025-10-14,2025-10-14
20240111,['20240111'],20240111,2024-01-11
2024/06,"['2024', '06']",2024-06,2024-06-01
20240405,['20240405'],20240405,2024-04-05
20260305,['20260305'],20260305,2026-03-05
2024.08,"['2024', '08']",2024-08,2024-08-01
2024.02.04,"['2024', '02', '04']",2024-02-04,2024-02-04
05/19/2025,"['05', '19', '2025']",05-19-2025,2025-05-19
20240626,['20240626'],20240626,2024-06-26
2026.03.22,"['2026', '03', '22']",2026-03-22,2026-03-22
10/09/2025,"['10', '09', '2025']",10-09-2025,2025-10-09
03/07/2024,"['03', '07', '2024']",03-07-2024,2024-03-07
2025.03.05,"['2025', '03', '05']",2025-03-05,2025-03-05
2025/04,"['2025', '04']",2025-04,2025-04-01
2024/10/25,"['2024', '10', '25']",2024-10-25,2024-10-25
2024.12,"['2024', '12']",2024-12,2024-12-01
2025.08.02,"['2025', '08', '02']",2025-08-02,2025-08-02
20250505,['20250505'],20250505,2025-05-05
20240816,['20240816'],20240816,2024-08-16
2024-05-03,"['2024', '05', '03']",2024-05-03,2024-05-03
09/29/2025,"['09', '29', '2025']",09-29-2025,2025-09-29
2024.08.05,"['2024', '08', '05']",2024-08-05,2024-08-05
2024.11,"['2024', '11']",2024-11,2024-11-01
2024.03,"['2024', '03']",2024-03,2024-03-01
2026/04,"['2026', '04']",2026-04,2026-04-01
20250621,['20250621'],20250621,2025-06-21
20250613,['20250613'],20250613,2025-06-13
2025-04-05,"['2025', '04', '05']",2025-04-05,2025-04-05
2025-12,"['2025', '12']",2025-12,2025-12-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
2025.05,"['2025', '05']",2025-05,2025-05-01
2024/03,"['2024', '03']",2024-03,2024-03-01
12/05/2025,"['12', '05', '2025']",12-05-2025,2025-12-05
20250713,['20250713'],20250713,2025-07-13
20240505,['20240505'],20240505,2024-05-05
2026-13-40,"['2026', '13', '40']",2026-13-40,
2024.02,"['2024', '02']",2024-02,2024-02-01
2025/09/04,"['2025', '09', '04']",2025-09-04,2025-09-04
2025.04,"['2025', '04']",2025-04,2025-04-01
2025년02월17일,"['2025', '02', '17']",2025-02-17,2025-02-17
2025/02,"['2025', '02']",2025-02,2025-02-01
2024.04,"['2024', '04']",2024-04,2024-04-01
2024-01,"['2024', '01']",2024-01,2024-01-01
2026-13-40,"['2026', '13', '40']",2026-13-40,
2024.09.30,"['2024', '09', '30']",2024-09-30,2024-09-30
03/22/2025,"['03', '22', '2025']",03-22-2025,2025-03-22
2024/10/15,"['2024', '10', '15']",2024-10-15,2024-10-15
2026/02/04,"['2026', '02', '04']",2026-02-04,2026-02-04
20260210,['20260210'],20260210,2026-02-10
2025-03-08,"['2025', '03', '08']",2025-03-08,2025-03-08
2024-09-20,"['2024', '09', '20']",2024-09-20,2024-09-20
2024/12/25,"['2024', '12', '25']",2024-12-25,2024-12-25
2024년01월02일,"['2024', '01', '02']",2024-01-02,2024-01-02
2024.03.03,"['2024', '03', '03']",2024-03-03,2024-03-03
2025년10월11일,"['2025', '10', '11']",2025-10-11,2025-10-11
2025-05,"['2025', '05']",2025-05,2025-05-01
2026-02-30,"['2026', '02', '30']",2026-02-30,
20260430,['20260430'],20260430,2026-04-30
02/10/2026,"['02', '10', '2026']",02-10-2026,2026-02-10
2024-12-02,"['2024', '12', '02']",2024-12-02,2024-12-02
2024/01,"['2024', '01']",2024-01,2024-01-01
2024.04,"['2024', '04']",2024-04,2024-04-01
2024.09.15,"['2024', '09', '15']",2024-09-15,2024-09-15
2025.01.10,"['2025', '01', '10']",2025-01-10,2025-01-10
2026-02-30,"['2026', '02', '30']",2026-02-30,
20240208,['20240208'],20240208,2024-02-08
2025-01-24,"['2025', '01', '24']",2025-01-24,2025-01-24
2024-04-30,"['2024', '04', '30']",2024-04-30,2024-04-30
2024.04,"['2024', '04']",2024-04,2024-04-01
2026-13-40,"['2026', '13', '40']",2026-13-40,
2026년01월03일,"['2026', '01', '03']",2026-01-03,2026-01-03
,,,
2024/10/24,"['2024', '10', '24']",2024-10-24,2024-10-24
31/31/2026,"['31', '31', '2026']",31-31-2026,
2025/12/12,"['2025', '12', '12']",2025-12-12,2025-12-12
abcd,[],,
2024.12.07,"['2024', '12', '07']",2024-12-07,2024-12-07
2024/11/10,"['2024', '11', '10']",2024-11-10,2024-11-10
20250123,['20250123'],20250123,2025-01-23
2026-02-30,"['2026', '02', '30']",2026-02-30,
10/28/2025,"['10', '28', '2025']",10-28-2025,2025-10-28
06/01/2025,"['06', '01', '2025']",06-01-2025,2025-06-01
2026년03월21일,"['2026', '03', '21']",2026-03-21,2026-03-21
20251210,['20251210'],20251210,2025-12-10
abcd,[],,
20240621,['20240621'],20240621,2024-06-21
2026-02-30,"['2026', '02', '30']",2026-02-30,
2024.07.05,"['2024', '07', '05']",2024-07-05,2024-07-05
2025.12.05,"['2025', '12', '05']",2025-12-05,2025-12-05
03/26/2025,"['03', '26', '2025']",03-26-2025,2025-03-26
2026년03월02일,"['2026', '03', '02']",2026-03-02,2026-03-02
2025년01월08일,"['2025', '01', '08']",2025-01-08,2025-01-08
2025/08/15,"['2025', '08', '15']",2025-08-15,2025-08-15
20250813,['20250813'],20250813,2025-08-13
2025/05/16,"['2025', '05', '16']",2025-05-16,2025-05-16
2024년01월03일,"['2024', '01', '03']",2024-01-03,2024-01-03
2024.02.03,"['2024', '02', '03']",2024-02-03,2024-02-03
2024/11,"['2024', '11']",2024-11,2024-11-01
2026/99/99,"['2026', '99', '99']",2026-99-99,
,,,
2024-03,"['2024', '03']",2024-03,2024-03-01
2025년02월22일,"['2025', '02', '22']",2025-02-22,2025-02-22
2024.02.24,"['2024', '02', '24']",2024-02-24,2024-02-24
2026/04/15,"['2026', '04', '15']",2026-04-15,2026-04-15
2025/08,"['2025', '08']",2025-08,2025-08-01
2024.07,"['2024', '07']",2024-07,2024-07-01
20241211,['20241211'],20241211,2024-12-11
2025.05.20,"['2025', '05', '20']",2025-05-20,2025-05-20
2025.11.04,"['2025', '11', '04']",2025-11-04,2025-11-04
20251212,['20251212'],20251212,2025-12-12
2024/12/19,"['2024', '12', '19']",2024-12-19,2024-12-19
